"CAUSABAS","capitulo_cid10","causabas_categoria"
"D70"," III  - Doenças do sangue e dos órgãos hematopoéticos e alguns transtornos imunitários","Agranulocitose"
"D71"," III  - Doenças do sangue e dos órgãos hematopoéticos e alguns transtornos imunitários","Transtornos funcionais dos neutrófilos polimorfonucleares"
"D72"," III  - Doenças do sangue e dos órgãos hematopoéticos e alguns transtornos imunitários","Outros transtornos dos glóbulos brancos"
"D73"," III  - Doenças do sangue e dos órgãos hematopoéticos e alguns transtornos imunitários","Doenças do baço"
"D74"," III  - Doenças do sangue e dos órgãos hematopoéticos e alguns transtornos imunitários","Metemoglobinemia"
"D75"," III  - Doenças do sangue e dos órgãos hematopoéticos e alguns transtornos imunitários","Outras doenças do sangue e dos órgãos hematopoéticos"
"D76"," III  - Doenças do sangue e dos órgãos hematopoéticos e alguns transtornos imunitários","Algumas doenças que envolvem o tecido linforreticular e o sistema reticulohistiocítico"
"D77"," III  - Doenças do sangue e dos órgãos hematopoéticos e alguns transtornos imunitários","Outros transtornos do sangue e dos órgãos hematopoéticos em doenças classificadas em outra parte"
"D80"," III  - Doenças do sangue e dos órgãos hematopoéticos e alguns transtornos imunitários","Imunodeficiência com predominância de defeitos de anticorpos"
"D81"," III  - Doenças do sangue e dos órgãos hematopoéticos e alguns transtornos imunitários","Deficiências imunitárias combinadas"
"D82"," III  - Doenças do sangue e dos órgãos hematopoéticos e alguns transtornos imunitários","Imunodeficiência associada com outros defeitos ""major"""
"D83"," III  - Doenças do sangue e dos órgãos hematopoéticos e alguns transtornos imunitários","Imunodeficiência comum variável"
"D84"," III  - Doenças do sangue e dos órgãos hematopoéticos e alguns transtornos imunitários","Outras imunodeficiências"
"D86"," III  - Doenças do sangue e dos órgãos hematopoéticos e alguns transtornos imunitários","Sarcoidose"
"D89"," III  - Doenças do sangue e dos órgãos hematopoéticos e alguns transtornos imunitários","Outros transtornos que comprometem o mecanismo imunitário não classificados em outra parte"
"E00"," IV - Doenças endócrinas, nutricionais e metabólicas","Síndrome de deficiência congênita de iodo"
"E01"," IV - Doenças endócrinas, nutricionais e metabólicas","Transtornos tireoidianos e afecções associadas, relacionados à deficiência de iodo"
"E02"," IV - Doenças endócrinas, nutricionais e metabólicas","Hipotireoidismo subclínico por deficiência de iodo"
"E03"," IV - Doenças endócrinas, nutricionais e metabólicas","Outros hipotireoidismos"
"E04"," IV - Doenças endócrinas, nutricionais e metabólicas","Outros bócios não-tóxicos"
"E05"," IV - Doenças endócrinas, nutricionais e metabólicas","Tireotoxicose [hipertireoidismo]"
"E06"," IV - Doenças endócrinas, nutricionais e metabólicas","Tireoidite"
"E07"," IV - Doenças endócrinas, nutricionais e metabólicas","Outros transtornos da tireóide"
"E10"," IV - Doenças endócrinas, nutricionais e metabólicas","Diabetes mellitus insulino-dependente"
"E11"," IV - Doenças endócrinas, nutricionais e metabólicas","Diabetes mellitus não-insulino-dependente"
"E12"," IV - Doenças endócrinas, nutricionais e metabólicas","Diabetes mellitus relacionado com a desnutrição"
"E13"," IV - Doenças endócrinas, nutricionais e metabólicas","Outros tipos especificados de diabetes mellitus"
"E14"," IV - Doenças endócrinas, nutricionais e metabólicas","Diabetes mellitus não especificado"
"E15"," IV - Doenças endócrinas, nutricionais e metabólicas","Coma hipoglicêmico não-diabético"
"E16"," IV - Doenças endócrinas, nutricionais e metabólicas","Outros transtornos da secreção pancreática interna"
"E20"," IV - Doenças endócrinas, nutricionais e metabólicas","Hipoparatireoidismo"
"E21"," IV - Doenças endócrinas, nutricionais e metabólicas","Hiperparatireoidismo e outros transtornos da glândula paratireóide"
"E22"," IV - Doenças endócrinas, nutricionais e metabólicas","Hiperfunção da hipófise"
"E23"," IV - Doenças endócrinas, nutricionais e metabólicas","Hipofunção e outros transtornos da hipófise"
"E24"," IV - Doenças endócrinas, nutricionais e metabólicas","Síndrome de Cushing"
"E25"," IV - Doenças endócrinas, nutricionais e metabólicas","Transtornos adrenogenitais"
"E26"," IV - Doenças endócrinas, nutricionais e metabólicas","Hiperaldosteronismo"
"E27"," IV - Doenças endócrinas, nutricionais e metabólicas","Outros transtornos da glândula supra-renal"
"E28"," IV - Doenças endócrinas, nutricionais e metabólicas","Disfunção ovariana"
"E29"," IV - Doenças endócrinas, nutricionais e metabólicas","Disfunção testicular"
"E30"," IV - Doenças endócrinas, nutricionais e metabólicas","Transtornos da puberdade não classificados em outra parte"
"E31"," IV - Doenças endócrinas, nutricionais e metabólicas","Disfunção poliglandular"
"E32"," IV - Doenças endócrinas, nutricionais e metabólicas","Doenças do timo"
"E34"," IV - Doenças endócrinas, nutricionais e metabólicas","Outros transtornos endócrinos"
"E35"," IV - Doenças endócrinas, nutricionais e metabólicas","Transtornos das glândulas endócrinas em doenças classificadas em outra parte"
"E40"," IV - Doenças endócrinas, nutricionais e metabólicas","Kwashiorkor"
"E41"," IV - Doenças endócrinas, nutricionais e metabólicas","Marasmo nutricional"
"E42"," IV - Doenças endócrinas, nutricionais e metabólicas","Kwashiorkor marasmático"
"E43"," IV - Doenças endócrinas, nutricionais e metabólicas","Desnutrição protéico-calórica grave não especificada"
"E44"," IV - Doenças endócrinas, nutricionais e metabólicas","Desnutrição protéico-calórica de graus moderado e leve"
"E45"," IV - Doenças endócrinas, nutricionais e metabólicas","Atraso do desenvolvimento devido à desnutrição protéico-calórica"
"E46"," IV - Doenças endócrinas, nutricionais e metabólicas","Desnutrição protéico-calórica não especificada"
"E50"," IV - Doenças endócrinas, nutricionais e metabólicas","Deficiência de vitamina A"
"E51"," IV - Doenças endócrinas, nutricionais e metabólicas","Deficiência de tiamina"
"E52"," IV - Doenças endócrinas, nutricionais e metabólicas","Deficiência de niacina [pelagra]"
"E53"," IV - Doenças endócrinas, nutricionais e metabólicas","Deficiência de outras vitaminas do grupo B"
"E54"," IV - Doenças endócrinas, nutricionais e metabólicas","Deficiência de ácido ascórbico"
"E55"," IV - Doenças endócrinas, nutricionais e metabólicas","Deficiência de vitamina D"
"E56"," IV - Doenças endócrinas, nutricionais e metabólicas","Outras deficiências vitamínicas"
"E58"," IV - Doenças endócrinas, nutricionais e metabólicas","Deficiência de cálcio da dieta"
"E59"," IV - Doenças endócrinas, nutricionais e metabólicas","Deficiência de selênio da dieta"
"E60"," IV - Doenças endócrinas, nutricionais e metabólicas","Deficiência de zinco da dieta"
"E61"," IV - Doenças endócrinas, nutricionais e metabólicas","Deficiência de outros elementos nutrientes"
"E63"," IV - Doenças endócrinas, nutricionais e metabólicas","Outras deficiências nutricionais"
"E64"," IV - Doenças endócrinas, nutricionais e metabólicas","Seqüelas de desnutrição e de outras deficiências nutricionais"
"E65"," IV - Doenças endócrinas, nutricionais e metabólicas","Adiposidade localizada"
"E66"," IV - Doenças endócrinas, nutricionais e metabólicas","Obesidade"
"E67"," IV - Doenças endócrinas, nutricionais e metabólicas","Outras formas de hiperalimentação"
"E68"," IV - Doenças endócrinas, nutricionais e metabólicas","Seqüelas de hiperalimentação"
"E70"," IV - Doenças endócrinas, nutricionais e metabólicas","Distúrbios do metabolismo de aminoácidos aromáticos"
"E71"," IV - Doenças endócrinas, nutricionais e metabólicas","Distúrbios do metabolismo de aminoácidos de cadeia ramificada e do metabolismo dos ácidos graxos"
"E72"," IV - Doenças endócrinas, nutricionais e metabólicas","Outros distúrbios do metabolismo de aminoácidos"
"E73"," IV - Doenças endócrinas, nutricionais e metabólicas","Intolerância à lactose"
"E74"," IV - Doenças endócrinas, nutricionais e metabólicas","Outros distúrbios do metabolismo de carboidratos"
"E75"," IV - Doenças endócrinas, nutricionais e metabólicas","Distúrbios do metabolismo de esfingolípides e outros distúrbios de depósito de lípides"
"E76"," IV - Doenças endócrinas, nutricionais e metabólicas","Distúrbios do metabolismo do glicosaminoglicano"
"E77"," IV - Doenças endócrinas, nutricionais e metabólicas","Distúrbios do metabolismo de glicoproteínas"
"E78"," IV - Doenças endócrinas, nutricionais e metabólicas","Distúrbios do metabolismo de lipoproteínas e outras lipidemias"
"E79"," IV - Doenças endócrinas, nutricionais e metabólicas","Distúrbios do metabolismo de purina e pirimidina"
"E80"," IV - Doenças endócrinas, nutricionais e metabólicas","Distúrbios do metabolismo da porfirina e da bilirrubina"
"E83"," IV - Doenças endócrinas, nutricionais e metabólicas","Distúrbios do metabolismo de minerais"
"E84"," IV - Doenças endócrinas, nutricionais e metabólicas","Fibrose cística"
"E85"," IV - Doenças endócrinas, nutricionais e metabólicas","Amiloidose"
"E86"," IV - Doenças endócrinas, nutricionais e metabólicas","Depleção de volume"
"E87"," IV - Doenças endócrinas, nutricionais e metabólicas","Outros transtornos do equilíbrio hidroeletrolítico e ácido-básico"
"E88"," IV - Doenças endócrinas, nutricionais e metabólicas","Outros distúrbios metabólicos"
"E89"," IV - Doenças endócrinas, nutricionais e metabólicas","Transtornos endócrinos e metabólicos pós-procedimentos, não classificados em outra parte"
"E90"," IV - Doenças endócrinas, nutricionais e metabólicas","Transtornos nutricionais e metabólicos em doenças classificadas em outra parte"
"F00"," V - Transtornos mentais e comportamentais","Demência na doença de Alzheimer"
"F01"," V - Transtornos mentais e comportamentais","Demência vascular"
"F02"," V - Transtornos mentais e comportamentais","Demência em outras doenças classificadas em outra parte"
"F03"," V - Transtornos mentais e comportamentais","Demência não especificada"
"F04"," V - Transtornos mentais e comportamentais","Síndrome amnésica orgânica não induzida pelo álcool ou por outras substâncias psicoativas"
"F05"," V - Transtornos mentais e comportamentais","Delirium não induzido pelo álcool ou por outras substâncias psicoativas"
"F06"," V - Transtornos mentais e comportamentais","Outros transtornos mentais devidos a lesão e disfunção cerebral e a doença física"
"F07"," V - Transtornos mentais e comportamentais","Transtornos de personalidade e do comportamento devidos a doença, a lesão e a disfunção cerebral"
"F09"," V - Transtornos mentais e comportamentais","Transtorno mental orgânico ou sintomático não especificado"
"F10"," V - Transtornos mentais e comportamentais","Transtornos mentais e comportamentais devidos ao uso de álcool"
"F11"," V - Transtornos mentais e comportamentais","Transtornos mentais e comportamentais devidos ao uso de opiáceos"
"F12"," V - Transtornos mentais e comportamentais","Transtornos mentais e comportamentais devidos ao uso de canabinóides"
"F13"," V - Transtornos mentais e comportamentais","Transtornos mentais e comportamentais devidos ao uso de sedativos e hipnóticos"
"F14"," V - Transtornos mentais e comportamentais","Transtornos mentais e comportamentais devidos ao uso da cocaína"
"F15"," V - Transtornos mentais e comportamentais","Transtornos mentais e comportamentais devidos ao uso de outros estimulantes, inclusive a cafeína"
"F16"," V - Transtornos mentais e comportamentais","Transtornos mentais e comportamentais devidos ao uso de alucinógenos"
"F17"," V - Transtornos mentais e comportamentais","Transtornos mentais e comportamentais devidos ao uso de fumo"
"F18"," V - Transtornos mentais e comportamentais","Transtornos mentais e comportamentais devidos ao uso de solventes voláteis"
"F19"," V - Transtornos mentais e comportamentais","Transtornos mentais e comportamentais devidos ao uso de múltiplas drogas e ao uso de outras substâncias psicoativas"
"F20"," V - Transtornos mentais e comportamentais","Esquizofrenia"
"F21"," V - Transtornos mentais e comportamentais","Transtorno esquizotípico"
"F22"," V - Transtornos mentais e comportamentais","Transtornos delirantes persistentes"
"F23"," V - Transtornos mentais e comportamentais","Transtornos psicóticos agudos e transitórios"
"F24"," V - Transtornos mentais e comportamentais","Transtorno delirante induzido"
"F25"," V - Transtornos mentais e comportamentais","Transtornos esquizoafetivos"
"F28"," V - Transtornos mentais e comportamentais","Outros transtornos psicóticos não-orgânicos"
"F29"," V - Transtornos mentais e comportamentais","Psicose não-orgânica não especificada"
"F30"," V - Transtornos mentais e comportamentais","Episódio maníaco"
"F31"," V - Transtornos mentais e comportamentais","Transtorno afetivo bipolar"
"F32"," V - Transtornos mentais e comportamentais","Episódios depressivos"
"F33"," V - Transtornos mentais e comportamentais","Transtorno depressivo recorrente"
"F34"," V - Transtornos mentais e comportamentais","Transtornos de humor [afetivos] persistentes"
"F38"," V - Transtornos mentais e comportamentais","Outros transtornos do humor [afetivos]"
"F39"," V - Transtornos mentais e comportamentais","Transtorno do humor [afetivo] não especificado"
"F40"," V - Transtornos mentais e comportamentais","Transtornos fóbico-ansiosos"
"F41"," V - Transtornos mentais e comportamentais","Outros transtornos ansiosos"
"F42"," V - Transtornos mentais e comportamentais","Transtorno obsessivo-compulsivo"
"F43"," V - Transtornos mentais e comportamentais","Reações ao ""stress"" grave e transtornos de adaptação"
"F44"," V - Transtornos mentais e comportamentais","Transtornos dissociativos [de conversão]"
